股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sh600000,浦发银行,2019-05-17,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海市,11.320000,11.350000,11.200000,11.240000,147.123593,11.240000,-0.005310,38399831.000000,433108021.000000,0.001366,315886306213.520020,329917383662.280029,0.000000,0.000000,6.066494,1.457884,-0.815882,0.775707,11.276000,11.393000,11.555000,11.562333,11.509833,1日、5日均线死叉；20日、30日均线死叉；,-0.074000,-0.024456,-0.099089,,23.407355,25.596395,19.029277,,11.590500,12.230989,10.950011,33.333333,29.166667,38.521666,42.537214,47.010741,0.013274,1.015224
sh600000,浦发银行,2019-05-16,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海市,11.280000,11.360000,11.220000,11.300000,147.908950,11.300000,-0.001767,34141755.000000,385015233.000000,0.001215,317572532047.400024,331678508486.099976,0.000000,0.000000,6.098877,1.465666,-0.820237,0.779848,11.292000,11.466000,11.590500,11.569000,11.503167,,-0.064632,-0.012069,-0.105126,,24.883760,26.690914,21.269452,,11.599000,12.226649,10.971351,33.333333,27.777778,42.005244,44.192314,47.932719,0.012367,0.856667
sh600000,浦发银行,2019-05-15,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海市,11.280000,11.420000,11.230000,11.320000,148.170736,11.320000,0.009813,34404465.000000,389533437.000000,0.001224,318134607325.359985,332265550094.039978,0.000000,0.000000,6.109672,1.468260,-0.821689,0.781228,11.256000,11.484000,11.599000,11.568333,11.492500,1日、5日均线金叉；,-0.057845,0.001071,-0.117832,,23.689277,27.594492,15.878848,,11.607500,12.223572,10.991428,33.333333,26.388889,43.087601,44.724039,48.234909,0.016949,0.750346
sh600000,浦发银行,2019-05-14,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海市,11.180000,11.440000,11.170000,11.210000,146.730914,11.210000,-0.008842,41888998.000000,473151522.000000,0.001491,315043193296.580017,329036821250.369995,0.000000,0.000000,6.050302,1.453993,-0.813704,0.773637,11.294000,11.484000,11.607500,11.558667,11.484167,10日、60日均线死叉；,-0.050376,0.015800,-0.132353,,22.912556,29.547099,9.643471,,11.620500,12.210938,11.030062,25.000000,25.000000,35.466187,41.154368,46.455643,0.023873,0.826693
sh600000,浦发银行,2019-05-13,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海市,11.200000,11.400000,11.150000,11.310000,148.039843,11.310000,-0.000883,40284963.000000,455643057.000000,0.001433,317853569686.380005,331972029290.070007,0.000000,0.000000,6.104275,1.466963,-0.820963,0.780538,11.412000,11.517000,11.620500,11.554333,11.478333,5日、60日均线死叉；10日、30日均线死叉；,-0.028911,0.032344,-0.122511,,27.087281,32.864370,15.533103,,11.629000,12.203718,11.054282,25.000000,26.388889,39.470493,43.495096,47.889712,0.022085,0.678304
sh600000,浦发银行,2019-05-10,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海市,11.230000,11.420000,11.060000,11.320000,148.170736,11.320000,0.017986,48550722.000000,548884302.000000,0.001728,318134607325.359985,332265550094.039978,0.000000,0.000000,6.109672,1.468260,-0.821689,0.781228,11.510000,11.548000,11.629000,11.547000,11.468500,5日、10日均线死叉；5日、20日均线死叉；5日、30日均线死叉；,-0.011275,0.047658,-0.117867,,28.494999,35.752914,13.979169,,11.640000,12.200948,11.079052,25.000000,27.777778,39.845388,43.723055,48.031806,0.032374,0.636791
sh600000,浦发银行,2019-05-09,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海市,11.480000,11.560000,11.100000,11.120000,145.552879,11.120000,-0.033884,64128049.000000,722119098.000000,0.002282,312513854545.760010,326395134014.640015,0.000000,0.000000,6.001727,1.442319,-0.807172,0.767426,11.640000,11.586000,11.640000,11.537333,11.458167,1日、60日均线死叉；,0.010381,0.062392,-0.104022,,30.121140,39.381872,11.599675,死叉,11.670000,12.199554,11.140446,25.000000,29.166667,28.531853,37.740851,44.898178,0.039965,0.702945
sh600000,浦发银行,2019-05-08,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海市,11.640000,11.780000,11.490000,11.510000,150.657701,11.510000,-0.024576,58500103.000000,677487368.000000,0.002082,323474322465.979980,337842445369.469971,0.000000,0.000000,6.212219,1.492904,-0.835481,0.794341,11.712000,11.645000,11.670000,11.546333,11.452333,5日、10日均线金叉；5日、20日均线金叉；1日、5日均线死叉；1日、10日均线死叉；1日、20日均线死叉；1日、30日均线死叉；10日、20日均线死叉；,0.058234,0.075394,-0.034321,,44.171608,44.012238,44.490349,,11.680000,12.223396,11.136604,25.000000,29.166667,41.089722,46.594226,50.599970,0.024576,0.679290
sh600000,浦发银行,2019-05-07,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海市,11.820000,11.940000,11.600000,11.800000,154.453594,11.800000,0.000000,85489922.000000,1010271124.000000,0.003042,331624413996.400024,346354548684.599976,0.000000,0.000000,6.368739,1.530519,-0.856531,0.814355,11.674000,11.695000,11.680000,11.544667,11.439333,,0.078756,0.079685,-0.001857,,52.059882,43.932553,68.314539,,11.665000,12.207494,11.122506,25.000000,29.166667,56.498836,55.462557,55.634728,0.028814,1.031076
sh600000,浦发银行,2019-05-06,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海市,11.750000,11.860000,11.540000,11.800000,154.453594,11.800000,-0.014202,124545414.000000,1460217054.000000,0.004432,331624413996.400024,346354548684.599976,0.000000,0.000000,6.368739,1.530519,-0.856531,0.814355,11.622000,11.706000,11.665000,11.536333,11.417667,,0.074277,0.079917,-0.011279,,45.991057,39.868889,58.235394,,11.647000,12.186149,11.107851,33.333333,29.166667,56.498836,55.462557,55.634728,0.026734,1.683261
