指数代码,交易日期,开盘价,收盘价,最低价,最高价,成交量,成交额,涨跌幅
sh000001,2011-03-31,2906.290000,2928.110000,2850.950000,3012.040000,294103337700.000000,3697127000000.000000,0.007937
sh000001,2011-04-29,2932.480000,2911.510000,2871.010000,3067.460000,230986007900.000000,2727674530229.000000,-0.005669
sh000001,2011-05-31,2911.510000,2743.470000,2689.210000,2933.460000,178511442500.000000,2038386136549.000000,-0.057715
sh000001,2011-06-30,2737.060000,2762.080000,2610.990000,2774.370000,162695218300.000000,1850370350973.000000,0.006781
sh000001,2011-07-29,2767.830000,2701.730000,2677.120000,2826.960000,197195744500.000000,2301192480057.000000,-0.021848
sh000001,2011-08-31,2697.580000,2567.340000,2437.680000,2712.890000,180197859500.000000,1913013344603.000000,-0.049742
sh000001,2011-09-30,2569.800000,2359.220000,2348.220000,2584.800000,119028500100.000000,1210646311944.000000,-0.081064
sh000001,2011-10-31,2363.080000,2468.250000,2307.150000,2483.760000,120177730800.000000,1115670366223.000000,0.046214
sh000001,2011-11-30,2450.330000,2333.410000,2319.440000,2536.780000,164171964900.000000,1623328796214.000000,-0.054628
sh000001,2011-12-30,2392.490000,2199.420000,2134.020000,2423.560000,115451788500.000000,1022673259694.000000,-0.057425
sh000001,2012-01-31,2212.000000,2292.610000,2132.630000,2324.490000,104558051900.000000,905508240942.000000,0.042372
sh000001,2012-02-29,2288.070000,2428.490000,2263.340000,2478.380000,195228381700.000000,1771725428377.000000,0.059267
sh000001,2012-03-30,2418.790000,2262.790000,2242.350000,2476.220000,208945209600.000000,2022506470877.000000,-0.068231
sh000001,2012-04-27,2258.030000,2396.320000,2251.390000,2415.750000,163371539100.000000,1468778719463.000000,0.059010
sh000001,2012-05-31,2421.080000,2372.230000,2309.070000,2453.730000,199123483400.000000,1936082583762.000000,-0.010050
sh000001,2012-06-29,2373.220000,2225.430000,2188.720000,2388.090000,127609355500.000000,1213271061776.000000,-0.061884
sh000001,2012-07-31,2234.320000,2103.630000,2100.250000,2244.830000,134908245700.000000,1218154718736.000000,-0.054730
sh000001,2012-08-31,2101.720000,2047.520000,2032.540000,2176.800000,136402186500.000000,1145769779793.000000,-0.026674
sh000001,2012-09-28,2044.830000,2086.170000,1999.480000,2145.000000,143278782600.000000,1154914888264.000000,0.018875
sh000001,2012-10-31,2084.850000,2068.880000,2053.090000,2138.030000,123125158600.000000,920182186952.000000,-0.008287
sh000001,2012-11-30,2070.020000,1980.120000,1959.330000,2123.330000,124520339000.000000,916117925579.000000,-0.042904
sh000001,2012-12-31,1977.250000,2269.130000,1949.460000,2269.510000,224520648100.000000,1716522650441.000000,0.145957
sh000001,2013-01-31,2289.510000,2385.420000,2234.950000,2391.820000,267192606600.000000,2258990876042.000000,0.051251
sh000001,2013-02-28,2377.410000,2365.590000,2289.890000,2444.800000,182653469800.000000,1627227609729.000000,-0.008313
sh000001,2013-03-29,2364.540000,2236.620000,2228.810000,2369.650000,232595488600.000000,2039831226997.000000,-0.054520
sh000001,2013-04-26,2229.460000,2177.910000,2165.780000,2253.420000,149714367200.000000,1285166744811.000000,-0.026249
sh000001,2013-05-31,2170.780000,2300.600000,2161.140000,2334.340000,229489956600.000000,2086779028752.000000,0.056331
sh000001,2013-06-28,2300.210000,1979.210000,1849.650000,2313.430000,155238404700.000000,1330039501441.000000,-0.139698
sh000001,2013-07-31,1965.990000,1993.800000,1946.370000,2092.870000,216496432200.000000,1819695850426.000000,0.007373
sh000001,2013-08-30,2000.820000,2098.380000,1997.060000,2198.850000,248948605300.000000,2068466591332.000000,0.052454
sh000001,2013-09-30,2104.090000,2174.670000,2078.460000,2270.270000,299950773000.000000,2536613437336.000000,0.036353
sh000001,2013-10-31,2171.900000,2141.610000,2093.200000,2242.980000,237739575200.000000,2097596655444.000000,-0.015198
sh000001,2013-11-29,2139.880000,2220.500000,2078.990000,2234.390000,218787186000.000000,1921695255212.000000,0.036837
sh000001,2013-12-31,2203.120000,2115.980000,2068.540000,2260.870000,207126396100.000000,1797708291660.000000,-0.047073
sh000001,2014-01-30,2112.130000,2033.080000,1984.820000,2113.110000,156358032700.000000,1359830633284.000000,-0.039176
sh000001,2014-02-28,2022.320000,2056.300000,2014.380000,2177.980000,205121833800.000000,1792375663764.000000,0.011421
sh000001,2014-03-31,2052.080000,2033.310000,1974.380000,2079.550000,231297669100.000000,1863529261898.000000,-0.011183
sh000001,2014-04-30,2031.010000,2026.360000,1997.640000,2146.670000,206744785600.000000,1676591736092.000000,-0.003417
sh000001,2014-05-30,2022.180000,2039.210000,1991.060000,2061.060000,151246051500.000000,1200023035161.000000,0.006343
sh000001,2014-06-30,2039.200000,2048.330000,2010.530000,2087.320000,159123147500.000000,1311746400172.000000,0.004470
sh000001,2014-07-31,2051.230000,2201.560000,2033.000000,2202.130000,298095463900.000000,2389624432329.000000,0.074810
sh000001,2014-08-29,2194.170000,2217.200000,2180.600000,2248.940000,334378011100.000000,2789714872850.000000,0.007103
sh000001,2014-09-30,2220.130000,2363.870000,2217.690000,2365.490000,419103106900.000000,3552145000000.000000,0.066151
sh000001,2014-10-31,2368.580000,2420.180000,2279.840000,2423.600000,369728692300.000000,3128629000000.000000,0.023820
sh000001,2014-11-28,2425.230000,2682.840000,2401.750000,2683.180000,569133459600.000000,4881325000000.000000,0.108528
sh000001,2014-12-31,2691.730000,3234.680000,2665.690000,3239.360000,1138352275200.000000,11481329000000.000000,0.205694
sh000001,2015-01-30,3258.630000,3210.360000,3095.070000,3406.790000,703743382000.000000,7834159000000.000000,-0.007517
sh000001,2015-02-27,3148.140000,3310.300000,3049.110000,3324.550000,361559495000.000000,4118310000000.000000,0.031130
sh000001,2015-03-31,3332.720000,3747.900000,3198.370000,3835.570000,944248496800.000000,11265695000000.000000,0.132192
sh000001,2015-04-30,3748.340000,4441.660000,3742.210000,4572.390000,1267737273300.000000,17358035000000.000000,0.185105
sh000001,2015-05-29,4441.340000,4611.740000,4099.040000,4986.500000,1066488457100.000000,16332823000000.000000,0.038294
sh000001,2015-06-30,4633.100000,4277.220000,3847.880000,5178.190000,1287064577700.000000,19999622000000.000000,-0.072537
sh000001,2015-07-31,4214.150000,3663.730000,3373.540000,4317.050000,1319359565100.000000,16111944000000.000000,-0.143433
sh000001,2015-08-31,3614.990000,3205.990000,2850.710000,4006.340000,871925873000.000000,10774444000000.000000,-0.124938
sh000001,2015-09-30,3157.830000,3052.780000,2983.540000,3256.740000,536251260000.000000,5626370000000.000000,-0.047787
sh000001,2015-10-30,3156.080000,3382.560000,3133.130000,3457.520000,545257912100.000000,6420220000000.000000,0.108026
sh000001,2015-11-30,3337.580000,3445.410000,3302.180000,3678.270000,706581438100.000000,9220410000000.000000,0.018579
sh000001,2015-12-31,3442.440000,3539.180000,3399.280000,3684.570000,536818233000.000000,7207433000000.000000,0.027218
sh000001,2016-01-29,3536.590000,2737.600000,2638.300000,3538.690000,400777169700.000000,4338223988654.000000,-0.226488
sh000001,2016-02-29,2730.980000,2687.980000,2638.960000,2933.960000,301329091700.000000,3077310000000.000000,-0.018126
sh000001,2016-03-31,2688.380000,3003.920000,2668.760000,3028.320000,508460013100.000000,5342529000000.000000,0.117537
sh000001,2016-04-29,2997.090000,2938.320000,2905.050000,3097.170000,378696335600.000000,4214744000000.000000,-0.021835
sh000001,2016-05-31,2940.390000,2916.620000,2780.760000,3004.420000,285384826800.000000,3155931120000.000000,-0.007388
sh000001,2016-06-30,2917.150000,2929.610000,2807.600000,2945.940000,317593868400.000000,3770003270000.000000,0.004454
sh000001,2016-07-29,2931.800000,2979.340000,2922.520000,3069.050000,401165924100.000000,4703322480000.000000,0.016975
sh000001,2016-08-31,2971.950000,3085.490000,2931.960000,3140.440000,395621823000.000000,4449908180000.000000,0.035629
sh000001,2016-09-30,3083.960000,3004.700000,2969.130000,3105.680000,279583218000.000000,3140900630000.000000,-0.026184
sh000001,2016-10-31,3020.460000,3100.490000,3014.620000,3137.030000,278313009700.000000,3063402260000.000000,0.031880
sh000001,2016-11-30,3101.660000,3250.030000,3094.100000,3301.210000,520079940300.000000,5853881360000.000000,0.048231
sh000001,2016-12-30,3257.030000,3103.640000,3068.420000,3279.710000,396593147000.000000,4406217840000.000000,-0.045043
sh000001,2017-01-26,3105.310000,3159.170000,3044.290000,3174.580000,275949066800.000000,3052771800000.000000,0.017892
sh000001,2017-02-28,3160.080000,3241.730000,3132.030000,3264.080000,339804179800.000000,3777257350000.000000,0.026133
sh000001,2017-03-31,3240.070000,3222.510000,3193.160000,3283.240000,411763442200.000000,5088074580000.000000,-0.005929
sh000001,2017-04-28,3235.660000,3154.660000,3097.330000,3295.190000,378945939200.000000,4224360730000.000000,-0.021055
sh000001,2017-05-31,3147.230000,3117.180000,3016.530000,3154.780000,322802119600.000000,3606045030000.000000,-0.011881
sh000001,2017-06-30,3108.420000,3192.430000,3078.790000,3193.460000,320465228700.000000,3658665500000.000000,0.024140
sh000001,2017-07-31,3192.000000,3273.030000,3139.500000,3276.950000,418762365100.000000,4506669370000.000000,0.025247
sh000001,2017-08-31,3274.370000,3360.810000,3200.750000,3376.650000,505986305100.000000,5543980180000.000000,0.026819
sh000001,2017-09-29,3365.990000,3348.940000,3332.600000,3391.640000,423260969500.000000,4940508450000.000000,-0.003532
sh000001,2017-10-31,3403.250000,3393.340000,3357.280000,3421.100000,270673954000.000000,3406039280000.000000,0.013258
sh000001,2017-11-30,3393.970000,3317.190000,3300.780000,3450.490000,398240047300.000000,5136182590000.000000,-0.022441
sh000001,2017-12-29,3315.100000,3307.170000,3254.180000,3324.520000,294122685300.000000,3628130550000.000000,-0.003021
sh000001,2018-01-31,3314.030000,3480.830000,3314.030000,3587.030000,479777123200.000000,5772056270000.000000,0.052510
sh000001,2018-02-28,3478.670000,3259.410000,3062.740000,3495.090000,288895945200.000000,3262254750000.000000,-0.063611
sh000001,2018-03-30,3235.090000,3168.900000,3091.460000,3333.880000,370408412000.000000,4396936880000.000000,-0.027769
sh000001,2018-04-27,3169.780000,3082.230000,3041.620000,3220.850000,269898545100.000000,3372116040000.000000,-0.027350
sh000001,2018-05-31,3087.410000,3095.470000,3041.000000,3219.740000,297928909200.000000,3810440510000.000000,0.004296
sh000001,2018-06-29,3084.750000,2847.420000,2782.380000,3128.720000,262397937200.000000,3100449930000.000000,-0.080133
sh000001,2018-07-31,2841.580000,2876.400000,2691.020000,2915.300000,304909513300.000000,3259242880000.000000,0.010178
sh000001,2018-08-31,2882.510000,2725.250000,2653.110000,2897.400000,282138901300.000000,2872972700000.000000,-0.052548
sh000001,2018-09-28,2716.400000,2821.350000,2644.300000,2827.340000,214835895000.000000,2152910440000.000000,0.035263
sh000001,2018-10-31,2768.210000,2602.780000,2449.200000,2771.940000,274042884600.000000,2449203240000.000000,-0.077470
sh000001,2018-11-30,2617.030000,2588.190000,2555.320000,2703.510000,405282329100.000000,3352501650000.000000,-0.005606
sh000001,2018-12-28,2647.130000,2493.900000,2462.840000,2666.080000,257511939600.000000,2236020860000.000000,-0.036431
sh000001,2019-01-31,2497.880000,2584.570000,2440.910000,2630.320000,338564070300.000000,2804232440000.000000,0.036357
sh000001,2019-02-28,2597.780000,2940.950000,2590.550000,2997.490000,442180830800.000000,3816144650000.000000,0.137888
sh000001,2019-03-29,2954.400000,3090.760000,2930.830000,3129.940000,869192544500.000000,8300906440000.000000,0.050939
sh000001,2019-04-30,3111.660000,3078.340000,3050.030000,3288.450000,748713308400.000000,7562326130000.000000,-0.004018
sh000001,2019-05-17,2984.730000,2882.300000,2838.380000,2986.540000,245971477800.000000,2354484980000.000000,-0.063684
